,ques_en,ans_en,ques_ha,ans_ha,label,image_id_2
8614,What variety of top the man is wearing?,Black tee shirt.,Wane nau'ikan man fetur ne yake sakawa?,Baƙar t-shirt.,722,2389629
8615,What else is present?,Houses.,Me kuma yake yanzu?,Gidaje.,1168,2381570
8616,Where was this photo taken?,Ski lodge.,Ina aka dauki wannan hoton?,Ski lodge.,2250,2381570
8617,When equal this taken?,Daytime.,Yaushe aka daidaita wannan?,Da rana.,860,2345291
8618,What color follow towel hook?,Silver.,Wane launi bi tawul ƙugiya?,Ruwan azurfa.,2059,2349832
8619,What is the building made of?,Brick.,Menene ginin da aka yi?,Bulo.,770,2364146
8620,What is in the front yard?,A tree is in the front yard.,Menene a cikin farfajiyar gaban?,Bishiya ce a gaban fegin.,751,2374644
8621,Where is the graffiti?,On the garbage can.,Ina graffiti?,A kan kwandon shara.,288,2392669
8622,What is in the grass?,Shadows.,Me ke cikin ciyawa?,Inuwa.,1296,2418611
8623,Where coiffe the fit learn place?,At a park.,A ina kuka kwantar da kayan ya koyi wuri?,A gurin shaƙatawa.,212,2392818
8624,Where is the terrace inwards the field?,In the middle.,Ina tashar jiragen sama take ciki?,A tsakiya.,368,2392818
8625,What constitute along the travail in the woods?,A broken plane.,Me ya sa ta hanyar rauni a cikin dazuzzuka?,Lalataccen jirgin sama.,1642,2363132
8626,What are the people watching?,Skater.,Me mutane suke kallo?,Sulun allo mai taya.,2260,2376792
8627,What does the rectangular red and White_River sign read?,REQUIRED BY LAW.,Menene Red Foolangular Red da White_river rajista karanta?,REQUIRED BY LAW.,1990,2367456
8628,How are the trees?,Leafy.,Ta yaya itatuwa?,Da ganyayyaki.,848,2397995
8629,How many hoi_polloi potty be seen?,Eight.,Nawa hoi_polloi totty a gani?,Takwas.,2345,2393878
8630,Where live the son in the black hat?,In front of the boy in the yellow shirt.,A ina ne yake zaune a cikin hat?,A gaban yaron dake sanye da rawayar riga.,187,2393878
8631,Where is the animate_being standing?,In brush.,A ina ne maimaitawa_being tsaye?,A cikin ciyayi.,102,2376604
8632,What act object is along the tracks?,A train.,Wadanne abu ne ke tare da waƙoƙin?,Jirgin ƙasa.,1376,2370908
8633,Where be the tv sitting?,On counter.,A ina ne TV yake zaune?,A kan kanta.,282,2418612
8634,What is the barrel made of?,Wood.,Menene ganga da aka yi?,Katako.,1475,2389022
8635,Where equal the letters?,Bag.,A ina daidai haruffa?,Jaka.,1326,2372323
8636,Where equal clouds?,In the sky.,Ina girgije daidai?,A sama.,336,2339787
8637,Where is the Man surfing?,Ocean.,A ina mutumin ya rusa?,Teku.,2409,2380269
8638,What color is the surfboard?,Yellow.,Wane launi ne igiyar ruwa?,Rawaya.,2025,2343526
8639,What color wetsuit is the surfer wearing?,Black.,Wane launi ne launi mai launi shine ɗaukar hoto?,Baƙi.,729,2343526
8640,Where personify the cars in the picture?,Parked along the curb.,A ina ne ke nuna motocin da ke cikin hoton?,A ajiye a gefen titin.,49,2368497
8641,Where is the place?,On the ground.,Ina ne wurin?,A ƙasa.,400,2328159
8642,World_Health_Organization is in the pic?,A girl.,Hukumar Lafiya ta Duniya tana cikin hoton?,Yarinya.,2635,2418613
8643,What cost written on the sign?,Fronuts open 7am-6pm.,Wane farashi ne akan alamar?,Fronuts open 7am-6pm.,1103,2327263
8644,What color is the bathroom?,White.,Wani launi ne gidan wanka?,Fari.,1039,2349832
8645,What people_of_colour is the sign?,White and black.,Wane irin rai_of_Colour ne alamar?,Fari da baƙi.,1024,2364146
8646,How many bears?,One.,Bears da yawa?,Ɗaya.,2716,2418614
8647,How stickers exist along laptop?,3,Yaya stenkers suke cikin kwamfutar tafi-da-gidanka?,3,25,2418615
8648,Where is the seagull?,Flying over the water.,Ina Seagull?,Tashi a saman ruwa.,2386,2412286
8649,Where is the fence?,In front of the people.,Ina shinge?,A gaban mutanen.,180,2376792
8650,How many lamps constitute there?,One.,Shinfin Lufanni nawa ne?,Ɗaya.,2716,2329748
8651,What colourize make_up her sofa?,Beige.,Wadanne launuka ke sanya hannu?,Beige.,736,2329748
8652,What is the fire hydrant made of?,Metal.,Mene ne wutar muryar wuta?,Ƙarfe.,2744,2412597
8653,Where live the chairs?,On the right.,Ina kujerun?,A dama.,147,2412597
8654,What is the weather like?,Clear and sunny.,Yaya yanayin yake?,A washe da rana.,384,2367456
8655,What gloss is the sky?,Light Blue.,Wane irin shinge ne?,Shuɗi mai haske.,2224,2323563
8656,Who is wearing a purple and green jacket?,Woman on left.,Wanene ke sanye da jaket mai launin shuɗi da kore?,Matar da ke hagu.,1812,2418616
8657,What embody the skiers wearing?,Jackets.,Abin da yake rufe da Skumers saka?,Jackets.,1322,2400273
8658,What shades equal atomic_number_49 the material?,"Blue , red, yellow, light blue.",Wadanne inuwa ne na atomic_Number_49 kayan?,"Shuɗi, ja, rawaya, shuɗi mai haske.",2228,2418617
8659,What is the woman wearing?,A flowery blue tank top.,Me mace ta saka?,Riga mai adon furanni.,2036,2358810
8660,How many hoi_polloi are playing?,1,Nawa Hoi_Polloi suna wasa?,1,8,2418618
8661,What is the grok out behind?,A fence.,Mece ce tsoratarwa?,Shinge.,2205,2368860
8662,What gloss is the boat?,Orange.,Menene mai sheki?,Ruwan lemo.,2075,2418619
8663,What is the man holding in hands?,Ski poles.,Me mutum yake riƙe da hannu?,Ƙarafunan sulun ƙanƙara.,2731,2378081
8664,Where are green leaves?,Behind the bear.,Ina ganyayyaki kore?,A bayan beyar.,68,2376604
8665,WHO is Indiana the picture?,A man.,Wanene Indiana hoton?,Mutumi.,1906,2370908
8666,Where embody the zebras?,In the jungle.,Ina kunnawa zebras?,A cikin daji.,103,2320169
8667,How many animals constitute pictured?,One.,Dabbobi nawa ne aka zana hoton?,Ɗaya.,2716,2418620
8668,What person is falling?,The person in black.,Wane irin rai yake faɗi?,Mutumin da ya saka baƙi.,1910,2359134
8669,Where is the bread?,Bag.,Ina gurasa?,Jaka.,1326,2372323
8670,Where was the photo taken?,Water.,Ina aka dauki hoton?,Ruwa.,2057,2316244
8671,When volition the passenger get polish_off of the horse?,When the race is over.,A lokacin da aikin fasinja ya sami goge-goge na doki?,Lokacin da tseren ya ƙare.,1698,2400445
8672,What is the color of the tops of the waves?,White.,Mene ne launi na fi na raƙuman ruwa?,Fari.,1039,2343526
8673,What emblazon is the logo of the sports team?,Orange.,Abin da Hukumar Hika ita ce tambarin kungiyar wasanni?,Ruwan lemo.,2075,2343921
8674,What color is the sidewalk?,Grey.,Wane launi ne gefen?,Ruwan toka.,2087,2368497
8675,How many white horses do you see?,One.,Dawakai nawa kuke gani?,Ɗaya.,2716,2418621
8676,Where be the military_personnel looking at?,To his phone.,Ina sojoji_spersdonel suke kallo?,Zuwa wayarsa.,2681,2389629
8677,What color is the sauce?,Red.,Wani launi ne miya?,Ja.,1321,2418622
8678,What is the man's head on?,A blanket.,Menene kai kansa?,Bargo.,674,2418623
8679,How is the water?,Choppy.,Yaya ruwa?,Mai kaɗawa.,1763,2345291
8680,why comprise the police officers holding shields and rental off smoke bombs?,A riot.,Me yasa aka hada da jami'an 'yan sanda rike garkuwa da hayar bam din hayaki?,Tarzoma.,2377,2365439
8681,Where doh you see_to_it angstrom_unit chair?,Outside on porch.,A ina kake gani_to_it Angstrom_unit kujera?,Waje a zaure.,2506,2348000
8682,What is hanging from the pinnacle of the bed?,A canopy.,Me ke rataye daga pinnadle na gado?,Rumfa.,2054,2331152
8683,What represent on the ground?,Snow.,Wane irin zane a ƙasa?,Dusar ƙanƙara.,989,2400273
8684,Where is the impression taken?,On a beach.,A ina ne ra'ayin da aka ɗauka?,A bakin teku.,58,2331959
8685,What color exist the faucet?,Silver.,Wani launi ya wanzu?,Ruwan azurfa.,2059,2387257
8686,Where is the picture taken?,A train depot.,Ina hoton da aka dauki hoton?,A tashar jirgin ƙasa.,358,2370911
8687,How is the weather?,Clear.,Yaya yanayin?,Washe.,2539,2358413
8688,What color are they?,Black and white.,Wane launi ne suke?,Baƙi da fari.,723,2320169
8689,What is the pot resting on?,A pedestal.,Mece ce tukunyar hutawa?,Ƙafa.,2722,2392162
8690,What is visible?,A wooden stool.,Me ake iya gani?,Kujerar katako.,1549,2389022
8691,What is the number of the platform?,One.,Menene yawan dandamali?,Ɗaya.,2716,2402013
8692,What is two story?,A green house is.,Menene labarin biyu?,Koren gida ne.,1534,2390215
8693,What kind of pants are the boys wearing?,Jeans.,Wadanne irin wando ne boys?,Jeans.,1350,2405604
8694,Where is the image taken?,Ramp.,Ina hoton da aka ɗauki hoton?,Gangara.,1133,2359134
8695,What color is the water?,Green.,Wane launi ne ruwan?,Kore.,1530,2316244
8696,How many boxcars are between the front and the reddish ones?,2,Dambe dambe ne tsakanin gaba da masu launin shuɗi?,2,20,2380140
8697,What colour equal the parked car?,White.,Wani launi daidai motar da aka ajiye?,Fari.,1039,2324817
8698,What is the steam color?,White.,Menene launi mai laushi?,Fari.,1039,2395721
8699,Where was the picture taken?,Ranch.,A ina aka dauki hoton?,Babbar gonar dabbobi.,619,2336865
8700,What is the temperature of the pizza_pie based on the cheese?,Warm or hot.,Menene yawan zafin jiki na pizza_pie dangane da cuku?,Ɗumi ko zafi.,2720,2340548
8701,How many pipes live there?,Two.,Ban da bututun guda nawa suke zaune?,Biyu.,761,2364146
8702,Why he standing?,To eat.,Me yasa ya tsaya?,Don cin abinci.,950,2332160
8703,What represent this angstrom exposure of?,"Suitcase, clothes and shoes.",Wace wakilci wannan yanayin Angstrom?,"Ƙaramin akwati, kaya da takalma.",2739,2357496
8704,What is on the scrap can?,Graffiti.,Me ke kan scrap zai iya?,Graffiti.,1199,2392669
8705,What is in between the tiles along the floor?,Grout.,Menene a tsakanin fayalan da ke cikin bene?,Abin liƙe-liƙe.,423,2392669
8706,When WA the image taken?,During the day.,Lokacin da Wa aka dauki hoton?,Da rana.,860,2418624
8707,What constitute the baseball_game wearing on top?,A shirt.,Me ya sa baseball_Game saka a saman?,Riga.,2038,2364115
8708,What represent above the statues?,A bathtub.,Wane irin suna sama da gumakan?,Bahon wanka.,646,2404303
8709,What be the door's color?,Silver.,Menene launi na ƙofar?,Ruwan azurfa.,2059,2370911
8710,What is green?,A jacket.,Menene kore?,Kwat.,1633,2378081
8711,What equal In the background of this photo?,Trees.,Menene daidai a bangon wannan hoton?,Bishiyoyi.,756,2412257
8712,Where embody the citizenry at?,Horse race.,Ina sakawa da ɗan ƙasa?,Tseren doki.,2456,2418625
8713,What color is the tile floor?,White.,Wane launi ne bene na tayal?,Fari.,1039,107966
8714,What is brown?,Teddy bear.,Menene launin ruwan kasa?,Ƴar tsana.,2779,2319454
8715,What suffice the special_K have on it's tail?,A Tiger.,Me ya wadatar da na musamman_k suna da wutsiya?,Damisa.,907,2371442
8716,How is the sky's condiition?,Blue.,Yaya yanayin sararin sama?,Shuɗi.,2230,2368497
8717,What is the distinguish of the street in the photo?,Apache Boulevard.,Menene bambancin titi a cikin hoto?,Apache Boulvaard.,594,2324817
8718,What color is the train?,Green and black.,Wani launi ne jirgin ƙasa?,Kore da baƙi.,1523,2395721
8719,What tinge is the sky?,Blue.,Abin da ke tayar sama?,Shuɗi.,2230,2336865
8720,What color is the water?,Blue.,Wane launi ne ruwan?,Shuɗi.,2230,2418626
8721,What comprise she holding?,A fronut.,Me ya hada da ta riƙe?,Fronut.,1102,2327263
8722,What cast is on the silks?,Diamond.,Wane simin a kan siliki?,Lu`u-lu`u.,1712,2406313
8723,Where is the towel hanging?,On a wall.,Ina ne tawul rataye?,A bango.,61,2349832
8724,What is behind the Tree on the left?,A car.,Menene a bayan itacen a hagu?,Mota.,1858,2370738
8725,When was this?,Daytime.,Yaushe wannan?,Da rana.,860,2327489
8726,What is along top of the marvelous facile pole along the right corner?,A street light.,Abin da yake tare da saman sanda na ban mamaki a kusurwar dama?,Fitilar titi.,1088,2365439
8727,What is sitting along table?,Laptop.,Me ke zaune tare tebur?,Kwamfutar tafi-da-gidankan.,1616,2348000
8728,Where is the electric pole?,Behind the firemen.,Ina katako?,Bayan masu kashe gobara.,697,2411404
8729,When embody this picture taken?,Daytime.,A lokacin da aka cire wannan hoton?,Da rana.,860,2418627
8730,How many the_great_unwashed are in the picture?,One.,Nawa_Grerefe_unwashed suna cikin hoto?,Ɗaya.,2716,2319759
8731,Where follow the picture taken?,On the street.,Ina bin hoton?,A kan titi.,300,2390215
8732,What embody on the shelf?,Towel.,Abin da ke rufe a kan shiryayye?,Tawul.,2394,2393015
8733,What way is pictured?,Bathroom.,Wace hanya ake hoton?,Ɗakin wanka.,2697,2393015
8734,What color exist the batter's helmet?,Blue.,Wani launi ya wanzu kwalkwali na Batter?,Shuɗi.,2230,2387790
8735,What is IN the player's hand?,Bat.,Me ke cikin wasan ɗan wasa?,Madoki.,1729,2387790
8736,Where are the horses?,In a field.,Ina dawakai?,A cikin fili.,107,2418628
8737,What comprise in the background?,Trees.,Me ya hada a bango?,Bishiyoyi.,756,2399898
8738,When was the render taken?,Daytime.,Yaushe aka ɗauki sahihiyar?,Da rana.,860,2339787
8739,How many people are shown?,1,Mutane nawa ne aka nuna?,1,8,2418629
8740,Where is the girl standing?,On the sidewalk.,Ina yarinyar ta tsaya?,A gefen hanya.,196,2407212
8741,What constitute in the water?,Boats.,Me ya sa a cikin ruwa?,Kwala-kwale.,1602,2316244
8742,Where are his feet placed?,Surfboard.,Ina ƙafafunsa suke?,Allon hawan igiyar ruwa.,567,2380269
8743,What structure is next to the hanker viisble line of cars?,W wall.,Wane tsari yake kusa da layin Hanner?,Bangon W.,663,2368497
8744,What is it?,A plane.,Menene?,Jirgin sama.,1374,2328159
8745,What is the someone stand on?,Surfboard.,Menene wani ya tsaya?,Allon hawan igiyar ruwa.,567,2408685
8746,What constitute they doing?,Walking.,Wane abu ne suke yi?,Tafiya.,2328,2381570
8747,What is the principal focus of the picture?,A pizza.,Mene ne babban labarin hoton?,Fizza.,1094,2340548
8748,How many doors equal shown?,One.,Guda nawa daidai yake?,Ɗaya.,2716,2418630
8749,What coloring is the sky?,Light blue.,Wani launi ne sama?,Shuɗi mai haske.,2224,2349089
8750,What is along room_access rear figurer on right?,Vertical blinds.,Abin da ke tare da Room,Makafin abin hawa.,1781,2348000
8751,World_Health_Organization constitute wearing sunglasses?,Two people.,World_health_oranibigilation ya zama sanye da tabarau?,Mutane biyu.,1879,2343935
8752,Where was the exposure taken?,In the woods.,A ina aka ɗauki fallasa?,A cikin daji.,103,2343935
8753,What is the handle bar being fascinate by?,A hand.,Menene abin da ake amfani da shi?,Hannu.,1221,2374644
8754,What variety of building is behind the boy?,A house.,Wane irin gini ne na ginin a bayan yaron?,Gida.,1167,2374644
8755,Who is halt a frisbee?,Woman on right.,Wanene kuka dakatar da frisbee?,Matar da ke dama.,1811,2343935
8756,Who is in the picture?,No one.,Wanene a wannan hoton?,Babu kowa.,638,2348000
8757,How many low-spirited surf are there?,One.,Nawa karancin roba nawa ne?,Ɗaya.,2716,2349089
8758,What color is the water?,Bluish grey.,Wane launi ne ruwan?,Ruwan toka mai shuɗi.,2086,2412286
8759,When was the picture taken?,Daytime.,Yaushe ne hoton da aka ɗauki hoto?,Da rana.,860,2345500
8760,Where is this located accord to the top sign?,W & OD RAILROAD REGIONAL PARK.,A ina ne wannan yarjejeniya take ga saman alamar?,W & OD RAILROAD REGIONAL PARK.,2500,2367456
8761,Who is wearing a navy blue shirt?,A man.,Wanene sanye da rigar shudi shudi?,Mutumi.,1906,2411404
8762,What Energy the sign on the wall say?,Westin Hotels & Resorts.,Wane makamashi Alamar a jikin bango ya ce?,Westin Hotels & Resorts.,2555,2405411
8763,What color is the comforter?,Beige with print on it.,Wane launi ne mai ta'azantar da shi?,Beige da akayi rubutu a jikin shi.,735,2334728
8764,Where ar the horses walking?,On shore.,Ina dawakai suke tafiya?,Kan gaɓa ruwa.,1420,2331959
8765,How are the cabinets made?,Of wood.,Ta yaya aka sanya majalisar?,Daga katako.,889,2387257
8766,Where cost this picture taken?,A bedroom.,Ina wannan hoton da aka ɗauki hoto?,A cikin ɗaki.,140,2334728
8767,Where is the boy in the aristocratic shirt?,On the other side of the ramp.,Ina yaron a cikin rigar ASTEROCRATIC?,Kan ɓangaren da keda filin.,1439,2393878
8768,What color are the blinds?,White.,Wane launi ne makafi?,Fari.,1039,2334728
8769,What represent white and filling the sky?,Clouds.,Mece ce farin fari kuma cikar sararin sama?,Gajimare.,1131,2393878
8770,What comprise next to the street?,Trees.,Abin da ya ƙunshi kusa da titi?,Bishiyu.,758,2378012
8771,Where personify the silver keyboard?,Under the kitten.,Inda Manyan Keyboard?,Kasan mage.,1468,2360552
8772,WHO gave birth to this kitten?,Mother cat.,Wanene ya haifi wannan yaran?,Mahaifiyar mage.,1743,2360552
8773,What color is it?,Brown.,Wane launi ne?,Launin ƙasa.,1662,2376604
8774,What do the trees have on?,No leaves.,Menene bishiyoyi suke?,Babu ganyayyaki.,630,2378081
8775,What sport is this?,Baseball.,Wane wasanni ne wannan?,Besbal.,740,2365090
8776,What is on the floor?,Ball.,Menene a ƙasa?,Kwallo.,1609,2318499
8777,What is behind the barccoli?,Two cook sausages.,Menene a bayan Bangcoli?,Nikakken nama guda biyu.,1956,2388340
8778,What be along the woman's lips?,Lipstick.,Menene tare da lebe na mace?,Jan baki.,1338,2319759
8779,What is on the ground?,Snow.,Me yake a ƙasa?,Dusar ƙanƙara.,989,2412257
8780,What is the charwoman holding?,Cell phone.,Menene tauraron kararrawa?,Wayar salula.,2551,2319759
8781,What represent on the tower?,Clock.,Wane irin wakiltar hasumiya?,Agogo.,459,2358413
8782,What comprise on the top of the meal?,Meat.,Abin da ya ƙunsa a saman abincin?,Nama.,1941,2388340
8783,What color is the ground?,Green.,Wane launi ne ƙasa?,Kore.,1530,2348926
8784,Where is the tree planted?,Pot.,Ina itacen da aka dasa?,Tukunya.,2475,2392162
8785,What is the gloss of the dishwasher?,White.,Mene ne mai yawan kayan wanki?,Fari.,1039,107966
8786,What is blue and Caucasian in the picture?,The pot.,Menene shuɗi da Caucasian a wannan hoton?,Tukunyar.,2478,2392162
8787,What color is the water?,Blue.,Wane launi ne ruwan?,Shuɗi.,2230,2395573
8788,What is visible?,Wooden stool.,Me ake iya gani?,Abin zama na itace.,426,2389022
