,ques_en,ans_en,ques_ha,ans_ha,label,image_id_2
8995,Where is the lady_friend with the orange shirt?,Behind the man in yellow.,Ina mace take da ita tare da riguna na lemo?,Bayan mutumin me rawaya.,702,2399044
8996,What is behind the trees?,Buildings.,Menene a bayan bishiyun?,Gininnika.,1184,2401954
8997,Where are the poles?,In the hands.,Ina sanduna?,A hannu.,218,2401675
8998,What animal is on the seat?,A cat.,Wane dabba ce a wurin zama?,Mage.,1739,2370384
8999,What is the man and woman doing?,Talking.,Me macen da namijin sukeyi?,Magana.,1736,2409213
9000,What is in the circled cage?,A wooden heater.,Menene a cikin keji mai zagaye?,Abun ɗumame na katako.,450,2401437
9001,What constitute the white food on the plate?,Rice.,Me ya shafi farin abinci a kan farantin?,Shinkafa.,2209,2418371
9002,What are the zebra doing?,Walking.,Me jakunan dawan suke yi?,Tafiya.,2328,2328205
9003,Where is the bench?,In the woods.,Ina benci?,A daji.,144,2370761
9004,What exist the peels' color?,Purple.,Me ke faruwa a launi?,Shunayya.,2214,2418243
9005,What color is the snow?,White.,Mene launin dusar ƙanƙara?,Faru.,1059,2375508
9006,What fomite is shown?,Bus.,Menene fomite?,Bus.,777,2418295
9007,What color are the leaves?,Green.,Wane launi ne ganyayyaki?,Kore.,1530,2416681
9008,What color is the line next to the green bus?,White.,Mene ne launi layin dake kusa da Koriya bas.?,Fari.,1039,2412490
9009,How many cats comprise pictured?,Five.,Nawa kulle Cats?,Biyar.,759,2416677
9010,How do the railcar know when to stop?,Traffic lights.,Ta yaya ma'adanin jirgin kasa ya san lokacin da zai tsaya?,Fitilar zirga zirga.,1089,2393112
9011,Where is the cat lying?,In the sunlight.,Ina magen ke kwance ?,A cikin rana.,131,2385611
9012,Where was this photo taken?,Playground.,A ina aka ɗauki wannan hotan?,Wajan wasa.,2504,2343921
9013,What is the cat looking at?,Its reflection.,Me magen take kallo?,Hoton ta.,1269,2413648
9014,What is in the building?,Clock tower.,Me ke cikin ginin?,Agogon hasumiya.,460,2412380
9015,When is this?,Daytime.,Yaushe ne wannan?,Da rana.,860,2393015
9016,What is written in the board?,Stop.,Me aka rubuta a alon?,Tsaya.,2442,2339630
9017,How many stop signs are there?,One.,Alamar tsayawa nawa ne a nan?,Ɗaya.,2716,2349711
9018,What gloss is the circle along the container?,Black.,Abin da mai sheki shine da'irar a cikin akwati?,Baƙi.,729,2418444
9019,How many pieces of yield are there?,4.5.,Guda nawa yawan amfanin ƙasa suke?,4.5.,29,2330938
9020,Where was this photo taken?,At a zoo.,A ina aka ɗauka wannan hoton?,A gidan dabbobi.,202,2349358
9021,What color is her top?,White.,Wane launi ne saman?,Fara.,1009,2418240
9022,Who is holding the surfboard?,A woman.,Wanene ke riƙe da igiyar ruwa?,Mace.,1725,2410402
9023,What is in the doorway?,An animal.,Mene a hanyar shiga?,Dabba ce.,873,2388642
9024,Who is eating a hotdog?,A woman.,Waye yake cin hot dog?,Wata mata.,2544,2404964
9025,What color is the Helmet?,Black and White.,Wane launi ne kwalkwali?,Baƙi da fari.,723,2419387
9026,What color is the water?,Blue.,Wane launi ne ruwan?,Shuɗi.,2230,2395573
9027,Why is she playing?,For fun.,Meyasa take wasan?,Saboda jin dadi.,2127,2402676
9028,Who is in the sky?,A bird.,Waye a sararin samaniya?,Tsuntsu.,2464,2345970
9029,What is the plane sitting on?,The street.,A kan me jirgin saman yake zaune?,Titin.,2423,2411026
9030,What color is the floor?,Brown.,Wane launi ne bene?,Ruwan ƙasa-ƙasa.,2104,2410557
9031,What kind of decorations are on the cake?,None.,Wanne irin ado ne akan kek din?,Babu.,640,2409678
9032,What color is the cake?,Black.,Mene launin kek din?,Baƙi.,729,2407360
9033,What is aligned all along the length of the plane?,Windows.,Me ya daidaita da duka tsayin jirgin?,Tagogin.,2333,2393964
9034,What is in the saucer?,Donut.,Me ke cikin saucer?,Dunut.,987,2418323
9035,How is the chicken cooked?,Fried.,Yaya aka dafa kaza?,Suya.,2303,2364872
9036,What art_object of pottery is taller?,The one on the right.,Wane art_obarren na tukunyar tukwane ya yi tsayi?,Wadda take a hannun dama.,2501,2316969
9037,What is on the man's back?,A red shirt.,Menene a bayan mutumin?,Jar riga.,1346,2395604
9038,What is the bus doing?,Stopped at the station.,Me motar bas din ke yi?,Tsaye a tashar.,2448,2364049
9039,What is white?,A plane.,Mene ne fari?,Jirgin sama.,1374,2403452
9040,What is covering the tables?,Tablecloths.,Me ya rufe teburan?,Tufafin tebur.,2472,2409213
9041,What is holding the man's pants up?,The belt.,Menene yake riƙe da wandon mutumin sama?,Igiyar ɗamara.,1288,2362821
9042,Where is this picture taken?,At the airport.,A  ina aka dauki wannan hoton?,A filin jirgin sama.,156,2344587
9043,How many horses are black and white?,Two.,Dawakai nawa ne masu baƙi da fari?,Biyu.,761,2336865
9044,When was the picture taken?,During the day.,Yaushe aka ɗauka hoton?,Da rana.,860,2374229
9045,Where is the white mold?,On bread.,Ina farar hunhunar?,A jikin biredi.,234,2372323
9046,What are the planes going to carry?,Passengers.,Me jirgin saman zai dauka?,Pasingoji.,1975,2404308
9047,What is the large metal object?,Part of an airplane.,Menene babban abin ƙarfe?,Ɓangaren jirgin samane.,2685,2363132
9048,Who is in the picture?,A woman.,Wanene a wannan hoton?,Mace ce.,1718,2394870
9049,Where cost the sign?,On a post.,Inda kudin da aka biya?,Ajikin abin rubutu.,467,2346678
9050,What kind of hat is that?,Straw.,Wacce irin hula ce waccan?,Bambaro.,657,2353273
9051,What represent covering the tables?,Tablecloths.,Wane irin wakiltar ke rufe allunan?,Tufafin tebur.,2472,2409213
9052,How many red signs?,One.,Nawa alamu nawa?,Ɗaya.,2716,2386740
9053,What are these people playing?,Tennis.,Wasan me waɗannan mutanen sukeyi?,Tanis.,2371,2386210
9054,What type of animal follow that?,A dog.,Wani irin dabba bi hakan?,Kare.,1458,2353356
9055,When was the painting taken of the electronics?,Daytime.,Yaushe aka ɗauki zanen kayan lantarki?,Da rana.,860,2358633
9056,How many people are standing in the street?,1,Mutane nawa ke tsaye a kan titi?,1,8,2323147
9057,What ane emblazon cost the leaves on the trees?,Green.,Menene ANNAM AFRLAZAZOZ CASSOn ganye a kan itatuwa?,Kore.,1530,2401070
9058,What are the sandwiches sitting in?,Baskets.,A cikin ina sanwici ɗin yake?,Kwanduna.,1625,2386905
9059,What can been seen in the sky?,Clouds.,Me ake iya gani a sararin samaniya?,Hadari.,1214,2335715
9060,Where are the animals standing next to?,Water.,Dabbobi suna kusa da me?,Ruwa.,2057,2351804
9061,What color is it?,Blue.,Wane launi ne?,Shuɗi.,2230,2328159
9062,Where is the sink?,Wall.,Ina matattarar?,Bango.,662,2346455
9063,What is the pattern of the bedspread?,Floral.,Menene tsarin shimfiɗar gadon?,Na fure.,1927,2410068
9064,What item is near the shore?,Sand.,Wani abu ne kusa da bakin teku?,Ƙasa.,2752,2376332
9065,What is in the focus_on of image?,Street.,Menene a cikin bayanan_ na hoto?,Titi.,2417,2398027
9066,What comprise the plane doing?,No plane.,Me ya ƙunshi jirgin?,Babu jirgin sama.,631,2401949
9067,What is the guy hauling?,There is a lot of stuff on his bike.,Mecece mutumin Guy?,Abubuwa dayawa ne a kan keken sa.,432,2418671
9068,When was this?,Daytime.,Yaushe wannan?,Da rana.,860,2394870
9069,Where are the bananas?,On the wooden board.,Ina ayaba?,Akan katako.,507,2419455
9070,What is the holder for?,Hot dogs.,Na menene mariƙin?,Hot dogs.,1265,2364594
9071,What is neat and clean?,Room.,Menene yake da tsabta?,Ɗakin.,2699,2418652
9072,Who live in the chair?,The dog.,Wanene ke zaune a kujera?,Kare ne.,1456,2363386
9073,What color are the elephants?,Gray.,Menene launin giwayen?,Ruwan toka.,2087,2417953
9074,Who is holding the knife?,A young woman.,Wake riƙe da wuka?,Yarinyar mace.,2637,2366937
9075,What are the sparks in the sky?,There are fireworks.,Mene yake haske a sararin samaniya?,Wasan wuta ne.,2537,2358156
9076,Where is the hat?,On the man's head.,Ina hat?,Akan kan mutumin.,505,2349038
9077,What color is the ship?,Black.,Mene launin jirgin ruwa?,Baƙi.,729,2411896
9078,How many elephants live photographed?,Two.,Shekaru nawa ne masu zaman kansu da aka dauki hoto?,Biyu.,761,2334900
9079,Where is the boy standing?,In a plowed field.,A ina yaran yake a tsaye?,A nomaimiyar gona.,329,2413376
9080,What time of the day is it?,It is daytime.,Wani lokaci a rana ne wannan?,Rana ce.,2005,2385972
9081,What color is the snow?,White.,Wani launi ne da dusar ƙanƙarar?,Fari.,1039,2342468
9082,What is the take doing?,Stopping.,Me ake yi?,Tsayawa.,2444,2328681
9083,What is on the plate?,Vegetables.,Mene akan farantin?,Kayan lambu.,1483,2370181
9084,When was the photo taken?,Daytime.,Yaushe aka ɗauki hoton?,Da rana.,860,2345475
9085,What kind of building is behind the boy?,A house.,Wani irin gini ne a bayan yaron?,Gida.,1167,2374644
9086,What color is the sky?,Blue.,Mene launin sararin samaniya?,Shuɗi.,2230,2341544
9087,What color is the sky?,Grey.,Mene launin sararin samaniya?,Ruwan toka.,2087,2413170
9088,How many wheels do you see?,Two.,Guda nawa kuke gani?,Biyu.,761,2418849
9089,Why do people come to this place?,To worship.,Me yasa mutane suke zuwa wurin nan?,Dan yi  bauta.,921,2324239
9090,What distort is the Hall's sign in the background to the right?,Orange.,Abin da karkatarwa shine alamar zauren a bango zuwa dama?,Ruwan lemo.,2075,2416825
9091,What equal the actuate IN the sky?,There are fireworks.,Menene daidai da sama?,Wasan wuta ne.,2537,2358156
9092,How many legs do the elephants have?,Four.,Nawa ne adadin ƙafafun giwayen?,Huɗu.,1280,2377890
9093,Where are red lights?,On cars.,Ina jajayen hasken?,A motoci.,327,2400965
9094,Why is a surfboard on the roof?,It is too long for the inside.,Me yasa abin hawa a saman rufin?,Yayi tsayi sosai wa cikin.,2649,2409074
9095,When was the exposure taken?,Daytime.,Yaushe ne aka ɗauki fallasa?,Da rana.,860,2418717
9096,What is the picture showing?,A man on a motorcycle.,Me hoton yake nunawa?,Mutumi a kan babur.,1899,2341155
9097,Who can be seen clapping?,The man in the tan coat.,Wanene za a iya ganin clapping?,Mutumin dake sanye da kwat mai haske.,1915,2418568
9098,What color are the woman's jeans?,White.,Menene launin wandan matar?,Fari.,1039,2407212
9099,What be the women eating?,Hot dog.,Me matan suke cin abinci?,Hot dog.,1263,2361344
9100,What is the woman standing on top of?,Toilet.,Me matar take tsaye akai?,Masai.,1794,2372871
9101,What coloration is the building in the background?,White.,Wane kayan kwalliya shine ginin a bango?,Fari.,1039,2405864
9102,What are these animals?,Goats.,Menene waɗannan dabbobi?,Akuyoyi.,540,2335715
9103,Where is a window?,On the plane.,Ina taga?,A jikin jirgin sama.,241,2401318
9104,What color is the bulk of the counter?,Green.,Wane launi ne mafi yawan counter?,Kore.,1530,2418889
9105,What color is the door?,Brown.,Wanne launi ne da ƙofar?,Ruwan ƙasa.,2105,2384767
9106,When was the picture taken?,Daytime.,Yaushe ne hoton da aka ɗauki hoto?,Da Rana.,838,2340750
9107,What is woman doing?,Using laptop.,Menene mace take yi?,Amfani da kwamfutar tafi-da-gidanka.,576,2408245
9108,How many sandwiches live there?,One.,Shin sandwiches nawa suke zaune a wurin?,Ɗaya.,2716,2419378
9109,What is on the ground?,Snow.,Menene a ƙasa?,Dusar ƙanƙara.,989,2319557
9110,What ages of Bos_taurus are shown?,Baby and adult.,Wadanne shekaru ne na Bos_taArus?,Jariri da babba.,1347,2395326
9111,What is the fruit resting on?,A cutting board.,A kan me kayan itace yake ajiye?,Allon yanke-yanke.,572,2399016
9112,What kind of tug comprise in this picture?,A clock tower.,Wani irin kunnen Tug a wannan hoton?,Tower ɗin agogo.,2425,2419037
9113,What is the color of the two train cars?,Black.,Mene launin karagon jirgin guda biyu?,Baƙi.,729,2404890
9114,What carnal is looking into the camera?,Cat.,Abin da na warkewa yake kallon kyamara?,Mage.,1739,2418919
9115,Who is in the room?,No one.,Wanene a cikin dakin?,Ba kowa.,607,2338998
9116,What colorize be the blanket along the right of the picture?,Red.,Abin da launi ya zama bargo a hannun dama na hoto?,Ja.,1321,2378569
9117,World_Health_Organization make_up casting shadows?,The boys.,Kogin Kayan Kiwon Hankali na Duniya?,Mazan.,1837,2389352
9118,When was picture taken?,Spring.,Yaushe aka ɗauka hoton?,Bazara.,716,2397995
9119,What are all the people on the side doing?,Watching.,Menene mutane duka a gefe suke yi?,Kallo.,1388,2342715
9120,why ar the coach lights on?,Dark outside.,Me yasa hasken kocin ya yi?,Wajen da duhu.,2510,2419097
9121,Where was this impression taken?,On the street.,A ina aka ɗauki wannan ra'ayin?,A kan titi.,300,2398813
9122,Where are the animals?,In the grass.,Ina dabbobi?,A cikin ciyawa.,101,2419333
9123,Who are the men?,Tennis players.,Su waye mazan?,Yan wasan tanis.,2588,2380353
9124,What follow floral and white?,Shirt.,Wane Biyo fure da fari?,Riga.,2038,2374977
9125,What shape are the fruits?,Round.,Wacce siffar ce da kayan marmarin?,Zagayayye.,2661,2414214
9126,How many patch of cake equal shown?,One.,Nawa facin cake yayi?,Ɗaya.,2716,2390545
9127,Where is this located according to the top sign?,W & OD RAILROAD REGIONAL PARK.,A ina wannan yake duba da alamar saman?,W & OD RAILROAD REGIONAL PARK.,2500,2367456
9128,What colour is the right train?,Taupe and blue.,Wane launi ne jirgin da ya dace?,Ruwan ƙasa mai haske da shuɗi.,2097,2337764
9129,Where is the umbrella structure?,On the road.,Ina tsarin lemar yake?,A kan hanya.,274,2362498
9130,What color is the canvas?,White.,Wani launi ne zanen?,Fari.,1039,2381252
9131,What has the letter L on it?,The clock.,Me yake da harafin L akanshi?,Agogon.,463,2373670
9132,How many planes are there?,One.,Jiragen sama nawa ne a wurin?,Ɗaya.,2716,2319966
9133,wherefore make_up the woman upset?,No woman.,Don haka sanya_up Mace?,Babu mata.,639,2418480
9134,What is the label on?,Water.,Menene alamar?,A ruwa.,335,2419104
9135,What follow the letters on the 5 on the airplane?,SAS.,Me ke bin haruffa akan 5 a kan jirgin sama?,SAS.,2112,2418155
9136,How many sheds are shown?,1,Nawane adadin rumfa da aka nuna?,1,8,2337132
9137,why cost they kicking vitamin_A ball?,They are playing soccer.,Me yasa kudin suka kashe kwallon bitamin_a?,Suna wasan kwallon ƙafa.,2290,2348221
9138,What is the food made out of potatoes?,Fries.,Wani abinci ne aka haɗa daga dankali?,Fries.,1099,2359548
9139,What is behind the hedges?,Building with a red roof.,Menene a bayan shingen?,Gini me jan rufi.,1181,2361118
9140,What fleshly constitute here?,Cat.,Me mutum ya kasance a nan?,Mage.,1739,2405438
9141,What is the thing with orange handles?,Scissors.,Menene abu mai hannu ruwan lemo?,Almakashi.,573,2394411
9142,What color are the reins?,Brown.,Menene launin kama zurun?,Ruwan ƙasa.,2105,2407576
9143,How many men are standing?,One.,Maza nawa ne a tsaye?,Ɗaya.,2716,150324
9144,Who equal in the snow?,A man.,Wa ya daidaita a cikin dusar ƙanƙara?,Namiji.,1949,2322074
9145,How many hoi_polloi do you see?,Two.,Nawa Hoi_Polloi kuke gani?,Biyu.,761,2379989
9146,What is in the foreground?,A motorcycle.,Menene a gaban filin?,Babur.,642,2324044
9147,What kind of dress is the woman wearing?,Sleeveless.,Wacce irin riga matar take sake da ita?,Marar hannu.,1790,2396656
9148,What is the bench on?,Bricks.,A kan me bencin yake?,Bulo.,770,2395907
9149,What be sputter down?,Sun.,Abin da ya kamata ya faɗi?,Rana.,2011,2373240
9150,Where was the picture taken?,London.,A ina aka ɗauki hoton?,Landan.,1648,2344851
9151,How many balls?,1,Guda nawa?,1,8,2419468
9152,How is the zebra?,In motion.,Ya jakin dawan?,Yana motsi.,2607,2356325
9153,How many horses are in the image?,2,Dawakai nawa ne a hoton?,2,20,2399898
9154,What is the main color of the eyes?,Black.,Mene ainihin launin idanun sa .?,Baƙi.,729,2401712
9155,Where is the desk chair?,At the desk.,Ina kujerar tebur?,A teburin.,361,2338866
9156,What follow the gender of the person on the right inward the empurple sweater?,Female.,Me ke bin jinsi na mutum a ciki na dama na ciki da mai laushi?,Mace.,1725,2418641
9157,How many citizenry are Hoosier_State the picture?,Two.,Yawan jama'ar ƙasa nawa ne mai hoto_State hoton?,Biyu.,761,2324028
9158,What number of pizzas?,Two.,Fiza nawa ce?,Biyu.,761,2374977
9159,What is the woman in the pink pants doing?,Climbing a ladder.,Me mata mai wando ruwan hoda takeyi?,Hawa tsani.,1247,2407883
9160,What comprise in the image?,Microwave.,Abin da ya ƙunshi hoton?,Microwave.,1855,2361179
9161,Where is the cup ear?,On the right side of the cup.,Ina hannun moɗa take?,Tana gefen daman moɗar.,2357,2386598
9162,How many geartrain are in the photo?,One.,Nawa Gearthra da yawa suna cikin hoto?,Ɗaya.,2716,2333844
9163,What is on the right incline of photo?,A black net.,Menene akan hoton dama na hoto?,Baƙin raga.,731,2360686
9164,When was the photo taken?,During the day.,Yaushe aka ɗauki hoton?,Da rana.,860,2335243
9165,What is next to the road?,Trees.,Mene kusa da titi?,Bishiyu.,758,2371178
9166,What color follow the horse?,Brown.,Wani launi bi dokin?,Ruwan ƙasa.,2105,2389897
9167,What represent the number of giraffe legs visible?,Zero.,Wace wakilci yawan adadin kafafun raƙuman ciki?,Babu.,640,2401070
9168,What are the poles for?,Skiing.,Menene sandunan?,Gudun ƙanƙara.,1202,2401675
9169,What tinge is the boy's hair?,Black.,Abin da ke tattare da gashin saurayin?,Baƙi.,729,2407576
9170,What is behind the bed?,The wall.,Mene a bayan gadon?,Bango.,662,2390397
9171,WHO comprise walking in front of the net?,A man in red shirt.,Wanene ya haɗa tafiya a gaban yanar gizo?,Mutumi mai sanye da jar riga.,1903,2418175
9172,Where constitute the window?,Left side.,Inda taga?,A gefen hagu.,195,2346762
9173,Why is the man running?,To get away from a fire.,Meyasa mutumin yake gudu?,Dan yayi nesa daga wuta.,920,2320720
9174,What is in the background?,Boat.,Mene a ƙasan bayan hoton?,Jirgin ruwa.,1371,2332221
9175,How many people?,Four.,Mutane nawa?,Hudu.,1272,2334365
